"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Name.Basiswert.1","Name.Basiswert.2"
"Arbeitslose - Anteil","weiblich",2018,"16 Ramersdorf - Perlach",3.8,1424.5,37662.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2018,"17 Obergiesing - Fasangarten",2.8,538,19164.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2018,"18 Untergiesing - Harlaching",2.4,441.3,18408.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2018,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",2.7,847.8,31131.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2018,"20 Hadern",2.6,431.5,16774.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2018,"21 Pasing - Obermenzing",2.6,650.3,24639.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2018,"22 Aubing - Lochhausen - Langwied",3,445.3,14689.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2018,"23 Allach - Untermenzing",2.3,237.5,10444,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2018,"24 Feldmoching - Hasenbergl",3.7,718.5,19589,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2018,"25 Laim",2.8,543.8,19537.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"Stadt München",3.1,16589.5,529706.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"01 Altstadt - Lehel",1.8,139.5,7574.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"02 Ludwigsvorstadt - Isarvorstadt",2.5,503,19850.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"03 Maxvorstadt",2.2,452.5,20547.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"04 Schwabing - West",2.2,574.8,25626.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"05 Au - Haidhausen",2.6,589.5,23005.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"06 Sendling",3.5,528.3,15066.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"07 Sendling - Westpark",3.5,723,20615,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"08 Schwanthalerhöhe",3.3,360.8,10847.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"09 Neuhausen - Nymphenburg",2.7,969.3,35801.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"10 Moosach",3.8,690.8,17974,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"11 Milbertshofen - Am Hart",4.3,1084.5,25457.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"12 Schwabing - Freimann",2.8,756,26668.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"13 Bogenhausen",2.5,718.3,29249.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"14 Berg am Laim",4,627,15581.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"15 Trudering - Riem",3.3,797.3,23858.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"16 Ramersdorf - Perlach",4.2,1571.8,37496.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"17 Obergiesing - Fasangarten",3.2,615.3,19222.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"18 Untergiesing - Harlaching",2.8,525.5,18455.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",3,935.3,31234.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"20 Hadern",2.8,472.5,16856.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"21 Pasing - Obermenzing",2.9,723.8,24720,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"22 Aubing - Lochhausen - Langwied",3.2,464,14410.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"23 Allach - Untermenzing",2.4,249.8,10406,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"24 Feldmoching - Hasenbergl",4.1,805.3,19557,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2017,"25 Laim",3.2,624,19622.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"Stadt München",3.3,17314.8,529575.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"01 Altstadt - Lehel",2,150.3,7692,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"02 Ludwigsvorstadt - Isarvorstadt",2.5,507,20438.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"03 Maxvorstadt",2.4,505.8,20949.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"04 Schwabing - West",2.3,591,25633.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"05 Au - Haidhausen",2.8,644.8,23094.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"06 Sendling",3.8,565.5,15058.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"07 Sendling - Westpark",3.7,748.8,20367.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"08 Schwanthalerhöhe",3.5,382.8,10953.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"09 Neuhausen - Nymphenburg",2.6,936,35846.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"10 Moosach",4.2,747.5,17886.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"11 Milbertshofen - Am Hart",4.5,1152.8,25605,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"12 Schwabing - Freimann",3,798.8,26275.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"13 Bogenhausen",2.7,780.5,29436.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"14 Berg am Laim",4.3,673.3,15541,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"15 Trudering - Riem",3.4,795.8,23517.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"16 Ramersdorf - Perlach",4.2,1573.8,37094.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"17 Obergiesing - Fasangarten",3.3,643.8,19313,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"18 Untergiesing - Harlaching",3,561.8,18566.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",3,926,31102.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"20 Hadern",3.1,519,16964.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"21 Pasing - Obermenzing",3,745.8,24592.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"22 Aubing - Lochhausen - Langwied",3.3,463.8,14204.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"23 Allach - Untermenzing",2.8,286.3,10322,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"24 Feldmoching - Hasenbergl",4.5,886.5,19512,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2016,"25 Laim",3.3,647.5,19606.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"Stadt München",3.5,18239.8,522617,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"01 Altstadt - Lehel",2.1,160,7584,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"02 Ludwigsvorstadt - Isarvorstadt",2.9,578.8,20087.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"03 Maxvorstadt",2.6,536.3,20762.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"04 Schwabing - West",2.5,635,25309.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"05 Au - Haidhausen",2.7,620.8,23092.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"06 Sendling",4,604.5,14933.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"07 Sendling - Westpark",4.1,806.5,19908.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"08 Schwanthalerhöhe",3.8,420.5,10953.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"09 Neuhausen - Nymphenburg",2.9,1046.3,35819,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"10 Moosach",4.5,793.8,17714.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"11 Milbertshofen - Am Hart",5,1258.8,25359.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"12 Schwabing - Freimann",3.2,825.3,25433.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"13 Bogenhausen",2.8,812.8,28981.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"14 Berg am Laim",4.3,660,15399.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"15 Trudering - Riem",3.3,764.3,22988,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"16 Ramersdorf - Perlach",4.6,1699.5,36702.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"17 Obergiesing - Fasangarten",3.5,678.8,19161,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"18 Untergiesing - Harlaching",3.1,573.8,18350.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",3.2,966,30580.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"20 Hadern",3.4,564.5,16811,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"21 Pasing - Obermenzing",3.1,753.3,24108.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"22 Aubing - Lochhausen - Langwied",3.5,486.3,13702.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"23 Allach - Untermenzing",3.1,312.3,10225.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"24 Feldmoching - Hasenbergl",4.7,904.3,19203.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2015,"25 Laim",3.4,655.8,19444,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"Stadt München",3.7,18944.3,514869,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"01 Altstadt - Lehel",2.3,172.8,7449.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"02 Ludwigsvorstadt - Isarvorstadt",3.3,640,19402.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"03 Maxvorstadt",2.9,586.3,20459,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"04 Schwabing - West",2.7,686.3,25034.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"05 Au - Haidhausen",2.9,659.5,22790.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"06 Sendling",4,587.3,14828.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"07 Sendling - Westpark",4.2,802,19312.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"08 Schwanthalerhöhe",4.3,464.8,10869,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"09 Neuhausen - Nymphenburg",3.1,1112.3,35619.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"10 Moosach",4.8,844,17552,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"11 Milbertshofen - Am Hart",5.3,1326,25153.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"12 Schwabing - Freimann",3.1,776.3,25028.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"13 Bogenhausen",2.9,837.8,28544.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"14 Berg am Laim",4.6,692.5,15195,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"15 Trudering - Riem",3.4,765.3,22521,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"16 Ramersdorf - Perlach",5,1806.3,36081,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"17 Obergiesing - Fasangarten",3.7,689,18595.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"18 Untergiesing - Harlaching",3.2,586.5,18196.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",3.3,980.3,29891.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"20 Hadern",3.5,579,16678.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"21 Pasing - Obermenzing",3.3,778.8,23881.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"22 Aubing - Lochhausen - Langwied",3.9,525.3,13568.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"23 Allach - Untermenzing",3.3,327,10060.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"24 Feldmoching - Hasenbergl",4.8,901.8,18906.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2014,"25 Laim",3.6,683.8,19248.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"Stadt München",3.6,18500.5,507103,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"01 Altstadt - Lehel",2.3,170,7340,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"02 Ludwigsvorstadt - Isarvorstadt",3.2,604.3,18982.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"03 Maxvorstadt",2.8,559.5,20226,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"04 Schwabing - West",2.7,660.3,24657.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"05 Au - Haidhausen",2.8,622.8,22589.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"06 Sendling",3.8,561.3,14653.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"07 Sendling - Westpark",4,757,19065,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"08 Schwanthalerhöhe",4.5,484.3,10741.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"09 Neuhausen - Nymphenburg",3.1,1083.3,35183.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"10 Moosach",4.8,831.8,17190.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"11 Milbertshofen - Am Hart",5.4,1326.5,24772.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"12 Schwabing - Freimann",3.1,765.3,24434.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"13 Bogenhausen",2.7,761,27990,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"14 Berg am Laim",4.5,678.3,14961.3,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"15 Trudering - Riem",3.4,749.5,22175.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"16 Ramersdorf - Perlach",5,1785.8,35801.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"17 Obergiesing - Fasangarten",3.8,691,18235.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"18 Untergiesing - Harlaching",3.2,575,18000,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",3.4,994,29373.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"20 Hadern",3.7,605.8,16406.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"21 Pasing - Obermenzing",3.1,721.3,23446.8,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"22 Aubing - Lochhausen - Langwied",3.8,503.8,13316.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
"Arbeitslose - Anteil","weiblich",2013,"23 Allach - Untermenzing",2.9,285.8,9957.5,"Arbeitslose (weiblich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (weiblich)"
